order	chromosome	type	start	end	strand	ID	accession_number	Name_hsaV2	Name	derives_from
725_	chr11	miRNA	67812261.0	67812282.0	+	MIMAT0027406	MIMAT0027406	hsa-miR-6753-5p	hsa-miR-6753-5p	MI0022598
726_	chr11	miRNA	67812399.0	67812420.0	+	MIMAT0027407	MIMAT0027407	hsa-miR-6753-3p	hsa-miR-6753-3p	MI0022598
727_	chr11	miRNA_primary_transcript	68850644.0	68850726.0	+	MI0014194	MI0014194	hsa-mir-3164	hsa-mir-3164	na
728_	chr11	miRNA	68850653.0	68850674.0	+	MIMAT0015038	MIMAT0015038	hsa-miR-3164-5p	hsa-miR-3164	MI0014194
729_	chr11	miRNA_primary_transcript	70130061.0	70130176.0	+	MI0006354	MI0006354	hsa-mir-548k	hsa-mir-548k	na
730_	chr11	miRNA	70130092.0	70130113.0	+	MIMAT0005882	MIMAT0005882	hsa-miR-548k-5p	hsa-miR-548k	MI0006354
731_	chr11	miRNA_primary_transcript	70718375.0	70718473.0	-	MI0016065	MI0016065	hsa-mir-3664	hsa-mir-3664	na
732_	chr11	miRNA	70718432.0	70718453.0	-	MIMAT0018086	MIMAT0018086	hsa-miR-3664-5p	hsa-miR-3664-5p	MI0016065
733_	chr11	miRNA	70718394.0	70718415.0	-	MIMAT0019220	MIMAT0019220	hsa-miR-3664-3p	hsa-miR-3664-3p	MI0016065
734_	chr11	miRNA_primary_transcript	71184549.0	71184614.0	+	MI0022599	MI0022599	hsa-mir-6754	hsa-mir-6754	na
735_	chr11	miRNA	71184554.0	71184575.0	+	MIMAT0027408	MIMAT0027408	hsa-miR-6754-5p	hsa-miR-6754-5p	MI0022599
736_	chr11	miRNA	71184592.0	71184613.0	+	MIMAT0027409	MIMAT0027409	hsa-miR-6754-3p	hsa-miR-6754-3p	MI0022599
737_	chr11	miRNA_primary_transcript	71783274.0	71783348.0	-	MI0014195	MI0014195	hsa-mir-3165	hsa-mir-3165	na
738_	chr11	miRNA	71783318.0	71783339.0	-	MIMAT0015039	MIMAT0015039	hsa-miR-3165-5p	hsa-miR-3165	MI0014195
739_	chr11	miRNA_primary_transcript	72326107.0	72326174.0	-	MI0000261	MI0000261	hsa-mir-139	hsa-mir-139	na
740_	chr11	miRNA	72326146.0	72326168.0	-	MIMAT0000250	MIMAT0000250	hsa-miR-139-5p	hsa-miR-139-5p	MI0000261
741_	chr11	miRNA	72326110.0	72326132.0	-	MIMAT0004552	MIMAT0004552	hsa-miR-139-3p	hsa-miR-139-3p	MI0000261
742_	chr11	miRNA_primary_transcript	72494575.0	72494637.0	+	MI0017325	MI0017325	hsa-mir-4692	hsa-mir-4692	na
743_	chr11	miRNA	72494611.0	72494632.0	+	MIMAT0019783	MIMAT0019783	hsa-miR-4692-3p	hsa-miR-4692	MI0017325
744_	chr11	miRNA_primary_transcript	74110282.0	74110378.0	+	MI0016851	MI0016851	hsa-mir-548al	hsa-mir-548al	na
745_	chr11	miRNA	74110346.0	74110367.0	+	MIMAT0019024	MIMAT0019024	hsa-miR-548al-3p	hsa-miR-548al	MI0016851
746_	chr11	miRNA_primary_transcript	74431313.0	74431382.0	-	MI0017329	MI0017329	hsa-mir-4696	hsa-mir-4696	na
747_	chr11	miRNA	74431352.0	74431373.0	-	MIMAT0019790	MIMAT0019790	hsa-miR-4696-5p	hsa-miR-4696	MI0017329
748_	chr11	miRNA_primary_transcript	75046136.0	75046230.0	-	MI0000808	MI0000808	hsa-mir-326	hsa-mir-326	na
749_	chr11	miRNA	75046152.0	75046171.0	-	MIMAT0000756	MIMAT0000756	hsa-miR-326-3p	hsa-miR-326	MI0000808
750_	chr11	miRNA_primary_transcript	79113066.0	79113153.0	-	MI0005543	MI0005543	hsa-mir-708	hsa-mir-708	na
751_	chr11	miRNA	79113121.0	79113143.0	-	MIMAT0004926	MIMAT0004926	hsa-miR-708-5p	hsa-miR-708-5p	MI0005543
752_	chr11	miRNA	79113076.0	79113097.0	-	MIMAT0004927	MIMAT0004927	hsa-miR-708-3p	hsa-miR-708-3p	MI0005543
753_	chr11	miRNA_primary_transcript	79133213.0	79133270.0	-	MI0019133	MI0019133	hsa-mir-5579	hsa-mir-5579	na
754_	chr11	miRNA	79133250.0	79133270.0	-	MIMAT0022269	MIMAT0022269	hsa-miR-5579-5p	hsa-miR-5579-5p	MI0019133
755_	chr11	miRNA	79133213.0	79133234.0	-	MIMAT0022270	MIMAT0022270	hsa-miR-5579-3p	hsa-miR-5579-3p	MI0019133
756_	chr11	miRNA_primary_transcript	81601783.0	81601878.0	-	MI0015831	MI0015831	hsa-mir-4300	hsa-mir-4300	na
757_	chr11	miRNA	81601793.0	81601810.0	-	MIMAT0016853	MIMAT0016853	hsa-miR-4300-3p	hsa-miR-4300	MI0015831
758_	chr11	miRNA_primary_transcript	85989375.0	85989440.0	+	MI0022600	MI0022600	hsa-mir-6755	hsa-mir-6755	na
759_	chr11	miRNA	85989380.0	85989401.0	+	MIMAT0027410	MIMAT0027410	hsa-miR-6755-5p	hsa-miR-6755-5p	MI0022600
760_	chr11	miRNA	85989419.0	85989440.0	+	MIMAT0027411	MIMAT0027411	hsa-miR-6755-3p	hsa-miR-6755-3p	MI0022600
761_	chr11	miRNA_primary_transcript	87909670.0	87909761.0	+	MI0014196	MI0014196	hsa-mir-3166	hsa-mir-3166	na
762_	chr11	miRNA	87909729.0	87909751.0	+	MIMAT0015040	MIMAT0015040	hsa-miR-3166-3p	hsa-miR-3166	MI0014196
763_	chr11	miRNA_primary_transcript	90288942.0	90289025.0	-	MI0016852	MI0016852	hsa-mir-4490	hsa-mir-4490	na
764_	chr11	miRNA	90288953.0	90288974.0	-	MIMAT0019025	MIMAT0019025	hsa-miR-4490-3p	hsa-miR-4490	MI0016852
765_	chr11	miRNA_primary_transcript	90602289.0	90602370.0	-	MI0006396	MI0006396	hsa-mir-1261	hsa-mir-1261	na
766_	chr11	miRNA	90602348.0	90602366.0	-	MIMAT0005913	MIMAT0005913	hsa-miR-1261-5p	hsa-miR-1261	MI0006396
767_	chr11	miRNA_primary_transcript	93466840.0	93466930.0	-	MI0006371	MI0006371	hsa-mir-1304	hsa-mir-1304	na
768_	chr11	miRNA	93466890.0	93466911.0	-	MIMAT0005892	MIMAT0005892	hsa-miR-1304-5p	hsa-miR-1304-5p	MI0006371
769_	chr11	miRNA	93466857.0	93466878.0	-	MIMAT0022720	MIMAT0022720	hsa-miR-1304-3p	hsa-miR-1304-3p	MI0006371
770_	chr11	miRNA_primary_transcript	94199661.0	94199746.0	-	MI0006361	MI0006361	hsa-mir-548l	hsa-mir-548l	na
771_	chr11	miRNA	94199711.0	94199732.0	-	MIMAT0005889	MIMAT0005889	hsa-miR-548l-5p	hsa-miR-548l	MI0006361
772_	chr11	miRNA_primary_transcript	96074602.0	96074690.0	+	MI0014197	MI0014197	hsa-mir-1260b	hsa-mir-1260b	na
773_	chr11	miRNA	96074611.0	96074629.0	+	MIMAT0015041	MIMAT0015041	hsa-miR-1260b-5p	hsa-miR-1260b	MI0014197
774_	chr11	miRNA_primary_transcript	101390551.0	101390636.0	-	MI0016427	MI0016427	hsa-mir-3920	hsa-mir-3920	na
775_	chr11	miRNA	101390565.0	101390586.0	-	MIMAT0018195	MIMAT0018195	hsa-miR-3920-3p	hsa-miR-3920	MI0016427
776_	chr11	miRNA_primary_transcript	103720634.0	103720708.0	+	MI0017326	MI0017326	hsa-mir-4693	hsa-mir-4693	na
777_	chr11	miRNA	103720643.0	103720665.0	+	MIMAT0019784	MIMAT0019784	hsa-miR-4693-5p	hsa-miR-4693-5p	MI0017326
778_	chr11	miRNA	103720679.0	103720701.0	+	MIMAT0019785	MIMAT0019785	hsa-miR-4693-3p	hsa-miR-4693-3p	MI0017326
779_	chr11	miRNA_primary_transcript	104123319.0	104123379.0	+	MI0024975	MI0024975	hsa-mir-7641-1	hsa-mir-7641-1	na
780_	chr11	miRNA	104123325.0	104123343.0	+	MIMAT0029782	MIMAT0029782	hsa-miR-7641-5p	hsa-miR-7641	MI0024975
781_	chr11	miRNA_primary_transcript	111218482.0	111218549.0	+	MI0016853	MI0016853	hsa-mir-4491	hsa-mir-4491	na
782_	chr11	miRNA	111218527.0	111218548.0	+	MIMAT0019026	MIMAT0019026	hsa-miR-4491-3p	hsa-miR-4491	MI0016853
783_	chr11	miRNA_primary_transcript	111383663.0	111383746.0	+	MI0000742	MI0000742	hsa-mir-34b	hsa-mir-34b	na
784_	chr11	miRNA	111383675.0	111383697.0	+	MIMAT0000685	MIMAT0000685	hsa-miR-34b-5p	hsa-miR-34b-5p	MI0000742
785_	chr11	miRNA	111383712.0	111383733.0	+	MIMAT0004676	MIMAT0004676	hsa-miR-34b-3p	hsa-miR-34b-3p	MI0000742
786_	chr11	miRNA_primary_transcript	111384164.0	111384240.0	+	MI0000743	MI0000743	hsa-mir-34c	hsa-mir-34c	na
787_	chr11	miRNA	111384176.0	111384198.0	+	MIMAT0000686	MIMAT0000686	hsa-miR-34c-5p	hsa-miR-34c-5p	MI0000743
788_	chr11	miRNA	111384209.0	111384230.0	+	MIMAT0004677	MIMAT0004677	hsa-miR-34c-3p	hsa-miR-34c-3p	MI0000743
789_	chr11	miRNA_primary_transcript	113320745.0	113320810.0	-	MI0015828	MI0015828	hsa-mir-4301	hsa-mir-4301	na
790_	chr11	miRNA	113320781.0	113320800.0	-	MIMAT0016850	MIMAT0016850	hsa-miR-4301-5p	hsa-miR-4301	MI0015828
791_	chr11	miRNA_primary_transcript	118514718.0	118514797.0	+	MI0022550	MI0022550	hsa-mir-6716	hsa-mir-6716	na
792_	chr11	miRNA	118514733.0	118514752.0	+	MIMAT0025844	MIMAT0025844	hsa-miR-6716-5p	hsa-miR-6716-5p	MI0022550
793_	chr11	miRNA	118514766.0	118514787.0	+	MIMAT0025845	MIMAT0025845	hsa-miR-6716-3p	hsa-miR-6716-3p	MI0022550
794_	chr11	miRNA_primary_transcript	118781417.0	118781496.0	+	MI0016854	MI0016854	hsa-mir-4492	hsa-mir-4492	na
795_	chr11	miRNA	118781474.0	118781490.0	+	MIMAT0019027	MIMAT0019027	hsa-miR-4492-3p	hsa-miR-4492	MI0016854
796_	chr11	miRNA_primary_transcript	118889654.0	118889722.0	+	MI0016056	MI0016056	hsa-mir-3656	hsa-mir-3656	na
797_	chr11	miRNA	118889702.0	118889718.0	+	MIMAT0018076	MIMAT0018076	hsa-miR-3656-3p	hsa-miR-3656	MI0016056
798_	chr11	miRNA_primary_transcript	119183660.0	119183722.0	-	MI0022601	MI0022601	hsa-mir-6756	hsa-mir-6756	na
799_	chr11	miRNA	119183695.0	119183717.0	-	MIMAT0027412	MIMAT0027412	hsa-miR-6756-5p	hsa-miR-6756-5p	MI0022601
800_	chr11	miRNA	119183660.0	119183679.0	-	MIMAT0027413	MIMAT0027413	hsa-miR-6756-3p	hsa-miR-6756-3p	MI0022601
801_	chr11	miRNA_primary_transcript	121970465.0	121970552.0	-	MI0000446	MI0000446	hsa-mir-125b-1	hsa-mir-125b-1	na
802_	chr11	miRNA	121970517.0	121970538.0	-	MIMAT0000423	MIMAT0000423	hsa-miR-125b-5p	hsa-miR-125b-5p	MI0000446
803_	chr11	miRNA	121970477.0	121970498.0	-	MIMAT0004592	MIMAT0004592	hsa-miR-125b-1-3p	hsa-miR-125b-1-3p	MI0000446
804_	chr11	miRNA_primary_transcript	122017230.0	122017301.0	-	MI0000061	MI0000061	hsa-let-7a-2	hsa-let-7a-2	na
805_	chr11	miRNA	122017276.0	122017297.0	-	MIMAT0000062	MIMAT0000062	hsa-let-7a-5p	hsa-let-7a-5p	MI0000061
806_	chr11	miRNA	122017231.0	122017252.0	-	MIMAT0010195	MIMAT0010195	hsa-let-7a-2-3p	hsa-let-7a-2-3p	MI0000061
807_	chr11	miRNA_primary_transcript	122022937.0	122023016.0	-	MI0000102	MI0000102	hsa-mir-100	hsa-mir-100	na
808_	chr11	miRNA	122022983.0	122023004.0	-	MIMAT0000098	MIMAT0000098	hsa-miR-100-5p	hsa-miR-100-5p	MI0000102
809_	chr11	miRNA	122022948.0	122022969.0	-	MIMAT0004512	MIMAT0004512	hsa-miR-100-3p	hsa-miR-100-3p	MI0000102
810_	chr11	miRNA_primary_transcript	123252148.0	123252220.0	-	MI0016855	MI0016855	hsa-mir-4493	hsa-mir-4493	na
811_	chr11	miRNA	123252149.0	123252169.0	-	MIMAT0019028	MIMAT0019028	hsa-miR-4493-3p	hsa-miR-4493	MI0016855
812_	chr11	miRNA_primary_transcript	126858354.0	126858438.0	-	MI0014198	MI0014198	hsa-mir-3167	hsa-mir-3167	na
813_	chr11	miRNA	126858364.0	126858385.0	-	MIMAT0015042	MIMAT0015042	hsa-miR-3167-3p	hsa-miR-3167	MI0014198
814_	chr11	miRNA_primary_transcript	128392285.0	128392344.0	+	MI0020367	MI0020367	hsa-mir-6090	hsa-mir-6090	na
815_	chr11	miRNA	128392325.0	128392343.0	+	MIMAT0023715	MIMAT0023715	hsa-miR-6090-3p	hsa-miR-6090	MI0020367
816_	chr11	miRNA_primary_transcript	130536630.0	130536698.0	+	MI0025888	MI0025888	hsa-mir-8052	hsa-mir-8052	na
817_	chr11	miRNA	130536640.0	130536661.0	+	MIMAT0030979	MIMAT0030979	hsa-miR-8052-5p	hsa-miR-8052	MI0025888
818_	chr11	miRNA_primary_transcript	133768399.0	133768476.0	-	MI0017330	MI0017330	hsa-mir-4697	hsa-mir-4697	na
819_	chr11	miRNA	133768446.0	133768467.0	-	MIMAT0019791	MIMAT0019791	hsa-miR-4697-5p	hsa-miR-4697-5p	MI0017330
820_	chr11	miRNA	133768401.0	133768424.0	-	MIMAT0019792	MIMAT0019792	hsa-miR-4697-3p	hsa-miR-4697-3p	MI0017330
821_	chr12	miRNA_primary_transcript	1769481.0	1769546.0	-	MI0016049	MI0016049	hsa-mir-3649	hsa-mir-3649	na
822_	chr12	miRNA	1769482.0	1769500.0	-	MIMAT0018069	MIMAT0018069	hsa-miR-3649-3p	hsa-miR-3649	MI0016049
823_	chr12	miRNA_primary_transcript	7072862.0	7072929.0	+	MI0000650	MI0000650	hsa-mir-200c	hsa-mir-200c	na
824_	chr12	miRNA	7072866.0	7072887.0	+	MIMAT0004657	MIMAT0004657	hsa-miR-200c-5p	hsa-miR-200c-5p	MI0000650
825_	chr12	miRNA	7072905.0	7072927.0	+	MIMAT0000617	MIMAT0000617	hsa-miR-200c-3p	hsa-miR-200c-3p	MI0000650
826_	chr12	miRNA_primary_transcript	7073260.0	7073354.0	+	MI0000457	MI0000457	hsa-mir-141	hsa-mir-141	na
827_	chr12	miRNA	7073276.0	7073297.0	+	MIMAT0004598	MIMAT0004598	hsa-miR-141-5p	hsa-miR-141-5p	MI0000457
828_	chr12	miRNA	7073318.0	7073339.0	+	MIMAT0000432	MIMAT0000432	hsa-miR-141-3p	hsa-miR-141-3p	MI0000457
829_	chr12	miRNA_primary_transcript	9392063.0	9392147.0	-	MI0006379	MI0006379	hsa-mir-1244-1	hsa-mir-1244-1	na
830_	chr12	miRNA	9392068.0	9392093.0	-	MIMAT0005896	MIMAT0005896	hsa-miR-1244-3p	hsa-miR-1244	MI0006379
831_	chr12	miRNA_primary_transcript	12264886.0	12264970.0	+	MI0015974	MI0015974	hsa-mir-1244-2	hsa-mir-1244-2	na
832_	chr12	miRNA	12264940.0	12264965.0	+	MIMAT0005896_1	MIMAT0005896	hsa-miR-1244-3p	hsa-miR-1244	MI0015974
833_	chr12	miRNA_primary_transcript	12917583.0	12917677.0	+	MI0003626	MI0003626	hsa-mir-613	hsa-mir-613	na
834_	chr12	miRNA	12917643.0	12917662.0	+	MIMAT0003281	MIMAT0003281	hsa-miR-613-3p	hsa-miR-613	MI0003626
835_	chr12	miRNA_primary_transcript	13068763.0	13068852.0	+	MI0003627	MI0003627	hsa-mir-614	hsa-mir-614	na
836_	chr12	miRNA	13068816.0	13068838.0	+	MIMAT0003282	MIMAT0003282	hsa-miR-614-3p	hsa-miR-614	MI0003627
837_	chr12	miRNA_primary_transcript	17826233.0	17826328.0	+	MI0016992	MI0016992	hsa-mir-3974	hsa-mir-3974	na
838_	chr12	miRNA	17826242.0	17826264.0	+	MIMAT0019359	MIMAT0019359	hsa-miR-3974-5p	hsa-miR-3974	MI0016992
839_	chr12	miRNA_primary_transcript	24365355.0	24365429.0	+	MI0005712	MI0005712	hsa-mir-920	hsa-mir-920	na
840_	chr12	miRNA	24365405.0	24365424.0	+	MIMAT0004970	MIMAT0004970	hsa-miR-920-3p	hsa-miR-920	MI0005712
841_	chr12	miRNA_primary_transcript	26026953.0	26027012.0	-	MI0015833	MI0015833	hsa-mir-4302	hsa-mir-4302	na
842_	chr12	miRNA	26026985.0	26027002.0	-	MIMAT0016855	MIMAT0016855	hsa-miR-4302-5p	hsa-miR-4302	MI0015833
843_	chr12	miRNA_primary_transcript	42717502.0	42717661.0	-	MI0025521	MI0025521	hsa-mir-7851	hsa-mir-7851	na
844_	chr12	miRNA	42717542.0	42717563.0	-	MIMAT0030426	MIMAT0030426	hsa-miR-7851-3p	hsa-miR-7851-3p	MI0025521
845_	chr12	miRNA_primary_transcript	47581595.0	47581674.0	+	MI0017331	MI0017331	hsa-mir-4698	hsa-mir-4698	na
846_	chr12	miRNA	47581643.0	47581665.0	+	MIMAT0019793	MIMAT0019793	hsa-miR-4698-3p	hsa-miR-4698	MI0017331
847_	chr12	miRNA_primary_transcript	47757969.0	47758052.0	-	MI0016856	MI0016856	hsa-mir-4494	hsa-mir-4494	na
848_	chr12	miRNA	47757980.0	47758001.0	-	MIMAT0019029	MIMAT0019029	hsa-miR-4494-3p	hsa-miR-4494	MI0016856
849_	chr12	miRNA_primary_transcript	48526580.0	48526650.0	+	MI0022217	MI0022217	hsa-mir-6505	hsa-mir-6505	na
850_	chr12	miRNA	48526583.0	48526604.0	+	MIMAT0025466	MIMAT0025466	hsa-miR-6505-5p	hsa-miR-6505-5p	MI0022217
851_	chr12	miRNA	48526630.0	48526650.0	+	MIMAT0025467	MIMAT0025467	hsa-miR-6505-3p	hsa-miR-6505-3p	MI0022217
852_	chr12	miRNA_primary_transcript	49048227.0	49048313.0	-	MI0006353	MI0006353	hsa-mir-1291	hsa-mir-1291	na
853_	chr12	miRNA	49048277.0	49048300.0	-	MIMAT0005881	MIMAT0005881	hsa-miR-1291-5p	hsa-miR-1291	MI0006353
854_	chr12	miRNA_primary_transcript	49165758.0	49165820.0	-	MI0017334	MI0017334	hsa-mir-4701	hsa-mir-4701	na
855_	chr12	miRNA	49165797.0	49165818.0	-	MIMAT0019798	MIMAT0019798	hsa-miR-4701-5p	hsa-miR-4701-5p	MI0017334
856_	chr12	miRNA	49165763.0	49165782.0	-	MIMAT0019799	MIMAT0019799	hsa-miR-4701-3p	hsa-miR-4701-3p	MI0017334
857_	chr12	miRNA_primary_transcript	50627925.0	50627995.0	-	MI0006355	MI0006355	hsa-mir-1293	hsa-mir-1293	na
858_	chr12	miRNA	50627965.0	50627986.0	-	MIMAT0005883	MIMAT0005883	hsa-miR-1293-5p	hsa-miR-1293	MI0006355
859_	chr12	miRNA_primary_transcript	53450728.0	53450796.0	+	MI0022602	MI0022602	hsa-mir-6757	hsa-mir-6757	na
860_	chr12	miRNA	53450733.0	53450754.0	+	MIMAT0027414	MIMAT0027414	hsa-miR-6757-5p	hsa-miR-6757-5p	MI0022602
861_	chr12	miRNA	53450774.0	53450795.0	+	MIMAT0027415	MIMAT0027415	hsa-miR-6757-3p	hsa-miR-6757-3p	MI0022602
862_	chr12	miRNA_primary_transcript	54385522.0	54385631.0	+	MI0000279	MI0000279	hsa-mir-196a-2	hsa-mir-196a-2	na
863_	chr12	miRNA	54385546.0	54385567.0	+	MIMAT0000226	MIMAT0000226	hsa-miR-196a-5p	hsa-miR-196a-5p	MI0000279
864_	chr12	miRNA	54385583.0	54385604.0	+	MIMAT0004562	MIMAT0004562	hsa-miR-196a-3p	hsa-miR-196a-3p	MI0000279
865_	chr12	miRNA_primary_transcript	54427734.0	54427829.0	+	MI0003628	MI0003628	hsa-mir-615	hsa-mir-615	na
866_	chr12	miRNA	54427751.0	54427772.0	+	MIMAT0004804	MIMAT0004804	hsa-miR-615-5p	hsa-miR-615-5p	MI0003628
867_	chr12	miRNA	54427794.0	54427815.0	+	MIMAT0003283	MIMAT0003283	hsa-miR-615-3p	hsa-miR-615-3p	MI0003628
868_	chr12	miRNA_primary_transcript	54625181.0	54625260.0	-	MI0017335	MI0017335	hsa-mir-3198-2	hsa-mir-3198-2	na
869_	chr12	miRNA	54625191.0	54625212.0	-	MIMAT0015083	MIMAT0015083	hsa-miR-3198-3p	hsa-miR-3198	MI0017335
870_	chr12	miRNA_primary_transcript	54731000.0	54731098.0	+	MI0000811	MI0000811	hsa-mir-148b	hsa-mir-148b	na
871_	chr12	miRNA	54731024.0	54731045.0	+	MIMAT0004699	MIMAT0004699	hsa-miR-148b-5p	hsa-miR-148b-5p	MI0000811
872_	chr12	miRNA	54731062.0	54731083.0	+	MIMAT0000759	MIMAT0000759	hsa-miR-148b-3p	hsa-miR-148b-3p	MI0000811
873_	chr12	miRNA_primary_transcript	57588287.0	57588359.0	+	MI0006318	MI0006318	hsa-mir-1228	hsa-mir-1228	na
874_	chr12	miRNA	57588287.0	57588307.0	+	MIMAT0005582	MIMAT0005582	hsa-miR-1228-5p	hsa-miR-1228-5p	MI0006318
875_	chr12	miRNA	57588338.0	57588357.0	+	MIMAT0005583	MIMAT0005583	hsa-miR-1228-3p	hsa-miR-1228-3p	MI0006318
876_	chr12	miRNA_primary_transcript	57906471.0	57906533.0	+	MI0022603	MI0022603	hsa-mir-6758	hsa-mir-6758	na
877_	chr12	miRNA	57906476.0	57906498.0	+	MIMAT0027416	MIMAT0027416	hsa-miR-6758-5p	hsa-miR-6758-5p	MI0022603
878_	chr12	miRNA	57906514.0	57906533.0	+	MIMAT0027417	MIMAT0027417	hsa-miR-6758-3p	hsa-miR-6758-3p	MI0022603
879_	chr12	miRNA_primary_transcript	57912946.0	57913042.0	-	MI0003629	MI0003629	hsa-mir-616	hsa-mir-616	na
880_	chr12	miRNA	57913006.0	57913027.0	-	MIMAT0003284	MIMAT0003284	hsa-miR-616-5p	hsa-miR-616-5p	MI0003629
881_	chr12	miRNA	57912966.0	57912987.0	-	MIMAT0004805	MIMAT0004805	hsa-miR-616-3p	hsa-miR-616-3p	MI0003629
882_	chr12	miRNA_primary_transcript	58142401.0	58142465.0	-	MI0022604	MI0022604	hsa-mir-6759	hsa-mir-6759	na
883_	chr12	miRNA	58142439.0	58142460.0	-	MIMAT0027418	MIMAT0027418	hsa-miR-6759-5p	hsa-miR-6759-5p	MI0022604
884_	chr12	miRNA	58142401.0	58142422.0	-	MIMAT0027419	MIMAT0027419	hsa-miR-6759-3p	hsa-miR-6759-3p	MI0022604
885_	chr12	miRNA_primary_transcript	58218392.0	58218475.0	-	MI0000750	MI0000750	hsa-mir-26a-2	hsa-mir-26a-2	na
886_	chr12	miRNA	58218441.0	58218462.0	-	MIMAT0000082	MIMAT0000082	hsa-miR-26a-5p	hsa-miR-26a-5p	MI0000750
887_	chr12	miRNA	58218403.0	58218424.0	-	MIMAT0004681	MIMAT0004681	hsa-miR-26a-2-3p	hsa-miR-26a-2-3p	MI0000750
888_	chr12	miRNA_primary_transcript	62654140.0	62654235.0	+	MI0021259	MI0021259	hsa-mir-6125	hsa-mir-6125	na
889_	chr12	miRNA	62654199.0	62654218.0	+	MIMAT0024598	MIMAT0024598	hsa-miR-6125-3p	hsa-miR-6125	MI0021259
890_	chr12	miRNA_primary_transcript	62997466.0	62997549.0	+	MI0000434	MI0000434	hsa-let-7i	hsa-let-7i	na
891_	chr12	miRNA	62997471.0	62997492.0	+	MIMAT0000415	MIMAT0000415	hsa-let-7i-5p	hsa-let-7i-5p	MI0000434
892_	chr12	miRNA	62997527.0	62997548.0	+	MIMAT0004585	MIMAT0004585	hsa-let-7i-3p	hsa-let-7i-3p	MI0000434
893_	chr12	miRNA_primary_transcript	65016289.0	65016385.0	-	MI0016688	MI0016688	hsa-mir-548z	hsa-mir-548z	na
894_	chr12	miRNA	65016310.0	65016332.0	-	MIMAT0018446	MIMAT0018446	hsa-miR-548z-3p	hsa-miR-548z	MI0016688
895_	chr12	miRNA_primary_transcript	65016289.0	65016385.0	+	MI0003630	MI0003630	hsa-mir-548c	hsa-mir-548c	na
896_	chr12	miRNA	65016313.0	65016334.0	+	MIMAT0004806	MIMAT0004806	hsa-miR-548c-5p	hsa-miR-548c-5p	MI0003630
897_	chr12	miRNA	65016349.0	65016370.0	+	MIMAT0003285	MIMAT0003285	hsa-miR-548c-3p	hsa-miR-548c-3p	MI0003630
898_	chr12	miRNA_primary_transcript	66417400.0	66417506.0	-	MI0020351	MI0020351	hsa-mir-6074	hsa-mir-6074	na
899_	chr12	miRNA	66417430.0	66417449.0	-	MIMAT0023699	MIMAT0023699	hsa-miR-6074-3p	hsa-miR-6074	MI0020351
900_	chr12	miRNA_primary_transcript	66644862.0	66644937.0	+	MI0022214	MI0022214	hsa-mir-6502	hsa-mir-6502	na
901_	chr12	miRNA	66644871.0	66644892.0	+	MIMAT0025460	MIMAT0025460	hsa-miR-6502-5p	hsa-miR-6502-5p	MI0022214
902_	chr12	miRNA	66644908.0	66644928.0	+	MIMAT0025461	MIMAT0025461	hsa-miR-6502-3p	hsa-miR-6502-3p	MI0022214
903_	chr12	miRNA_primary_transcript	69666937.0	69666998.0	-	MI0006426	MI0006426	hsa-mir-1279	hsa-mir-1279	na
904_	chr12	miRNA	69666968.0	69666984.0	-	MIMAT0005937	MIMAT0005937	hsa-miR-1279-5p	hsa-miR-1279	MI0006426
905_	chr12	miRNA_primary_transcript	69978502.0	69978603.0	-	MI0016417	MI0016417	hsa-mir-3913-1	hsa-mir-3913-1	na
906_	chr12	miRNA	69978560.0	69978581.0	-	MIMAT0018187	MIMAT0018187	hsa-miR-3913-5p	hsa-miR-3913-5p	MI0016417
907_	chr12	miRNA	69978524.0	69978545.0	-	MIMAT0019225	MIMAT0019225	hsa-miR-3913-3p	hsa-miR-3913-3p	MI0016417
908_	chr12	miRNA_primary_transcript	69978503.0	69978602.0	+	MI0016418	MI0016418	hsa-mir-3913-2	hsa-mir-3913-2	na
909_	chr12	miRNA	69978524.0	69978545.0	+	MIMAT0018187_1	MIMAT0018187	hsa-miR-3913-5p	hsa-miR-3913-5p	MI0016418
910_	chr12	miRNA	69978560.0	69978581.0	+	MIMAT0019225_1	MIMAT0019225	hsa-miR-3913-3p	hsa-miR-3913-3p	MI0016418
911_	chr12	miRNA_primary_transcript	79813037.0	79813101.0	+	MI0006434	MI0006434	hsa-mir-1252	hsa-mir-1252	na
912_	chr12	miRNA	79813041.0	79813062.0	+	MIMAT0005944	MIMAT0005944	hsa-miR-1252-5p	hsa-miR-1252-5p	MI0006434
913_	chr12	miRNA	79813076.0	79813097.0	+	MIMAT0026744	MIMAT0026744	hsa-miR-1252-3p	hsa-miR-1252-3p	MI0006434
914_	chr12	miRNA_primary_transcript	81226312.0	81226408.0	-	MI0003631	MI0003631	hsa-mir-617	hsa-mir-617	na
915_	chr12	miRNA	81226372.0	81226393.0	-	MIMAT0003286	MIMAT0003286	hsa-miR-617-5p	hsa-miR-617	MI0003631
916_	chr12	miRNA_primary_transcript	81329515.0	81329612.0	-	MI0003632	MI0003632	hsa-mir-618	hsa-mir-618	na
917_	chr12	miRNA	81329575.0	81329597.0	-	MIMAT0003287	MIMAT0003287	hsa-miR-618-5p	hsa-miR-618	MI0003632
918_	chr12	miRNA_primary_transcript	81552167.0	81552240.0	+	MI0017332	MI0017332	hsa-mir-4699	hsa-mir-4699	na
