order	chromosome	type	start	end	strand	ID	accession_number	Name_hsaV20	Name	derives_from
817_	chr13	miRNA	50623121.0	50623142.0	-	MIMAT0004489_1	MIMAT0004489	hsa-miR-16-1-3p	hsa-miR-16-1-3p	MI0000070_1
818_	chr13	miRNA_primary_transcript	50623255.0	50623337.0	-	MI0000069_1	MI0000069	hsa-mir-15a	hsa-mir-15a	na
819_	chr13	miRNA	50623303.0	50623324.0	-	MIMAT0000068_1	MIMAT0000068	hsa-miR-15a-5p	hsa-miR-15a-5p	MI0000069_1
820_	chr13	miRNA	50623266.0	50623287.0	-	MIMAT0004488_1	MIMAT0004488	hsa-miR-15a-3p	hsa-miR-15a-3p	MI0000069_1
821_	chr13	miRNA_primary_transcript	51922703.0	51922775.0	-	MI0019300_1	MI0019300	hsa-mir-5693	hsa-mir-5693	na
822_	chr13	miRNA	51922712.0	51922733.0	-	MIMAT0022486_1	MIMAT0022486	hsa-miR-5693-3p	hsa-miR-5693	MI0019300_1
823_	chr13	miRNA_primary_transcript	52126725.0	52126803.0	+	MI0017336_1	MI0017336	hsa-mir-4703	hsa-mir-4703	na
824_	chr13	miRNA	52126735.0	52126757.0	+	MIMAT0019801_1	MIMAT0019801	hsa-miR-4703-5p	hsa-miR-4703-5p	MI0017336_1
825_	chr13	miRNA	52126773.0	52126794.0	+	MIMAT0019802_1	MIMAT0019802	hsa-miR-4703-3p	hsa-miR-4703-3p	MI0017336_1
826_	chr13	miRNA_primary_transcript	53384185.0	53384275.0	+	MI0004065_1	MI0004065	hsa-mir-759	hsa-mir-759	na
827_	chr13	miRNA	53384208.0	53384229.0	+	MIMAT0010497_1	MIMAT0010497	hsa-miR-759-5p	hsa-miR-759	MI0004065_1
828_	chr13	miRNA_primary_transcript	54886107.0	54886183.0	-	MI0006358_1	MI0006358	hsa-mir-1297	hsa-mir-1297	na
829_	chr13	miRNA	54886116.0	54886132.0	-	MIMAT0005886_1	MIMAT0005886	hsa-miR-1297-3p	hsa-miR-1297	MI0006358_1
830_	chr13	miRNA_primary_transcript	55748589.0	55748683.0	+	MI0017874_1	MI0017874	hsa-mir-5007	hsa-mir-5007	na
831_	chr13	miRNA	55748609.0	55748630.0	+	MIMAT0021035_1	MIMAT0021035	hsa-miR-5007-5p	hsa-miR-5007-5p	MI0017874_1
832_	chr13	miRNA	55748644.0	55748665.0	+	MIMAT0021036_1	MIMAT0021036	hsa-miR-5007-3p	hsa-miR-5007-3p	MI0017874_1
833_	chr13	miRNA_primary_transcript	61773932.0	61774014.0	-	MI0014200_1	MI0014200	hsa-mir-3169	hsa-mir-3169	na
834_	chr13	miRNA	61773982.0	61774003.0	-	MIMAT0015044_1	MIMAT0015044	hsa-miR-3169-5p	hsa-miR-3169	MI0014200_1
835_	chr13	miRNA_primary_transcript	66540462.0	66540561.0	-	MI0016833_1	MI0016833	hsa-mir-548x-2	hsa-mir-548x-2	na
836_	chr13	miRNA	66540484.0	66540503.0	-	MIMAT0015081_1	MIMAT0015081	hsa-miR-548x-3p	hsa-miR-548x-3p	MI0016833_1
837_	chr13	miRNA_primary_transcript	66792382.0	66792456.0	+	MI0017337_1	MI0017337	hsa-mir-4704	hsa-mir-4704	na
838_	chr13	miRNA	66792391.0	66792412.0	+	MIMAT0019803_1	MIMAT0019803	hsa-miR-4704-5p	hsa-miR-4704-5p	MI0017337_1
839_	chr13	miRNA	66792428.0	66792449.0	+	MIMAT0019804_1	MIMAT0019804	hsa-miR-4704-3p	hsa-miR-4704-3p	MI0017337_1
840_	chr13	miRNA_primary_transcript	78272147.0	78272251.0	-	MI0016066_1	MI0016066	hsa-mir-3665	hsa-mir-3665	na
841_	chr13	miRNA	78272210.0	78272227.0	-	MIMAT0018087_1	MIMAT0018087	hsa-miR-3665-5p	hsa-miR-3665	MI0016066_1
842_	chr13	miRNA_primary_transcript	88270920.0	88270995.0	-	MI0016863_1	MI0016863	hsa-mir-4500	hsa-mir-4500	na
843_	chr13	miRNA	88270926.0	88270942.0	-	MIMAT0019036_1	MIMAT0019036	hsa-miR-4500-3p	hsa-miR-4500	MI0016863_1
844_	chr13	miRNA_primary_transcript	90883436.0	90883531.0	+	MI0003636_1	MI0003636	hsa-mir-622	hsa-mir-622	na
845_	chr13	miRNA	90883496.0	90883516.0	+	MIMAT0003291_1	MIMAT0003291	hsa-miR-622-3p	hsa-miR-622	MI0003636_1
846_	chr13	miRNA_primary_transcript	92002859.0	92002942.0	+	MI0000071_1	MI0000071	hsa-mir-17	hsa-mir-17	na
847_	chr13	miRNA	92002872.0	92002894.0	+	MIMAT0000070_1	MIMAT0000070	hsa-miR-17-5p	hsa-miR-17-5p	MI0000071_1
848_	chr13	miRNA	92002909.0	92002930.0	+	MIMAT0000071_1	MIMAT0000071	hsa-miR-17-3p	hsa-miR-17-3p	MI0000071_1
849_	chr13	miRNA_primary_transcript	92003005.0	92003075.0	+	MI0000072_1	MI0000072	hsa-mir-18a	hsa-mir-18a	na
850_	chr13	miRNA	92003010.0	92003032.0	+	MIMAT0000072_1	MIMAT0000072	hsa-miR-18a-5p	hsa-miR-18a-5p	MI0000072_1
851_	chr13	miRNA	92003051.0	92003073.0	+	MIMAT0002891_1	MIMAT0002891	hsa-miR-18a-3p	hsa-miR-18a-3p	MI0000072_1
852_	chr13	miRNA_primary_transcript	92003145.0	92003226.0	+	MI0000073_1	MI0000073	hsa-mir-19a	hsa-mir-19a	na
853_	chr13	miRNA	92003158.0	92003179.0	+	MIMAT0004490_1	MIMAT0004490	hsa-miR-19a-5p	hsa-miR-19a-5p	MI0000073_1
854_	chr13	miRNA	92003193.0	92003215.0	+	MIMAT0000073_1	MIMAT0000073	hsa-miR-19a-3p	hsa-miR-19a-3p	MI0000073_1
855_	chr13	miRNA_primary_transcript	92003319.0	92003389.0	+	MI0000076_1	MI0000076	hsa-mir-20a	hsa-mir-20a	na
856_	chr13	miRNA	92003326.0	92003348.0	+	MIMAT0000075_1	MIMAT0000075	hsa-miR-20a-5p	hsa-miR-20a-5p	MI0000076_1
857_	chr13	miRNA	92003362.0	92003383.0	+	MIMAT0004493_1	MIMAT0004493	hsa-miR-20a-3p	hsa-miR-20a-3p	MI0000076_1
858_	chr13	miRNA_primary_transcript	92003446.0	92003532.0	+	MI0000074_1	MI0000074	hsa-mir-19b-1	hsa-mir-19b-1	na
859_	chr13	miRNA	92003461.0	92003483.0	+	MIMAT0004491_1	MIMAT0004491	hsa-miR-19b-1-5p	hsa-miR-19b-1-5p	MI0000074_1
860_	chr13	miRNA	92003499.0	92003521.0	+	MIMAT0000074_1	MIMAT0000074	hsa-miR-19b-3p	hsa-miR-19b-3p	MI0000074_1
861_	chr13	miRNA_primary_transcript	92003568.0	92003645.0	+	MI0000093_1	MI0000093	hsa-mir-92a-1	hsa-mir-92a-1	na
862_	chr13	miRNA	92003578.0	92003600.0	+	MIMAT0004507_1	MIMAT0004507	hsa-miR-92a-1-5p	hsa-miR-92a-1-5p	MI0000093_1
863_	chr13	miRNA	92003615.0	92003636.0	+	MIMAT0000092_1	MIMAT0000092	hsa-miR-92a-3p	hsa-miR-92a-3p	MI0000093_1
864_	chr13	miRNA_primary_transcript	93142416.0	93142473.0	+	MI0019132_1	MI0019132	hsa-mir-548as	hsa-mir-548as	na
865_	chr13	miRNA	93142416.0	93142437.0	+	MIMAT0022267_1	MIMAT0022267	hsa-miR-548as-5p	hsa-miR-548as-5p	MI0019132_1
866_	chr13	miRNA	93142452.0	93142473.0	+	MIMAT0022268_1	MIMAT0022268	hsa-miR-548as-3p	hsa-miR-548as-3p	MI0019132_1
867_	chr13	miRNA_primary_transcript	97079483.0	97079546.0	+	MI0016864_1	MI0016864	hsa-mir-4501	hsa-mir-4501	na
868_	chr13	miRNA	97079483.0	97079503.0	+	MIMAT0019037_1	MIMAT0019037	hsa-miR-4501-5p	hsa-miR-4501	MI0016864_1
869_	chr13	miRNA_primary_transcript	98860778.0	98860854.0	+	MI0014201_1	MI0014201	hsa-mir-3170	hsa-mir-3170	na
870_	chr13	miRNA	98860787.0	98860808.0	+	MIMAT0015045_1	MIMAT0015045	hsa-miR-3170-5p	hsa-miR-3170	MI0014201_1
871_	chr13	miRNA_primary_transcript	100008385.0	100008482.0	+	MI0003637_1	MI0003637	hsa-mir-623	hsa-mir-623	na
872_	chr13	miRNA	100008400.0	100008422.0	+	MIMAT0003292_1	MIMAT0003292	hsa-miR-623-5p	hsa-miR-623	MI0003637_1
873_	chr13	miRNA_primary_transcript	100295313.0	100295403.0	+	MI0015836_1	MI0015836	hsa-mir-4306	hsa-mir-4306	na
874_	chr13	miRNA	100295377.0	100295393.0	+	MIMAT0016858_1	MIMAT0016858	hsa-miR-4306-3p	hsa-miR-4306	MI0015836_1
875_	chr13	miRNA_primary_transcript	102619992.0	102620096.0	-	MI0012062_1	MI0012062	hsa-mir-2681	hsa-mir-2681	na
876_	chr13	miRNA	102620054.0	102620075.0	-	MIMAT0013515_1	MIMAT0013515	hsa-miR-2681-5p	hsa-miR-2681-5p	MI0012062_1
877_	chr13	miRNA	102620015.0	102620036.0	-	MIMAT0013516_1	MIMAT0013516	hsa-miR-2681-3p	hsa-miR-2681-3p	MI0012062_1
878_	chr13	miRNA_primary_transcript	102698284.0	102698354.0	-	MI0017338_1	MI0017338	hsa-mir-4705	hsa-mir-4705	na
879_	chr13	miRNA	102698324.0	102698345.0	-	MIMAT0019805_1	MIMAT0019805	hsa-miR-4705-5p	hsa-miR-4705	MI0017338_1
880_	chr13	miRNA_primary_transcript	108183519.0	108183596.0	-	MI0006404_1	MI0006404	hsa-mir-1267	hsa-mir-1267	na
881_	chr13	miRNA	108183565.0	108183585.0	-	MIMAT0005921_1	MIMAT0005921	hsa-miR-1267-5p	hsa-miR-1267	MI0006404_1
882_	chr13	miRNA_primary_transcript	115009980.0	115010036.0	+	MI0019131_1	MI0019131	hsa-mir-548ar	hsa-mir-548ar	na
883_	chr13	miRNA	115009980.0	115010000.0	+	MIMAT0022265_1	MIMAT0022265	hsa-miR-548ar-5p	hsa-miR-548ar-5p	MI0019131_1
884_	chr13	miRNA	115010016.0	115010036.0	+	MIMAT0022266_1	MIMAT0022266	hsa-miR-548ar-3p	hsa-miR-548ar-3p	MI0019131_1
885_	chr13	miRNA_primary_transcript	115039303.0	115039383.0	+	MI0016865_1	MI0016865	hsa-mir-4502	hsa-mir-4502	na
886_	chr13	miRNA	115039360.0	115039381.0	+	MIMAT0019038_1	MIMAT0019038	hsa-miR-4502-3p	hsa-miR-4502	MI0016865_1
887_	chr14	miRNA_primary_transcript	21491473.0	21491545.0	-	MI0022551_1	MI0022551	hsa-mir-6717	hsa-mir-6717	na
888_	chr14	miRNA	21491514.0	21491535.0	-	MIMAT0025846_1	MIMAT0025846	hsa-miR-6717-5p	hsa-miR-6717-5p	MI0022551_1
889_	chr14	miRNA_primary_transcript	23426159.0	23426238.0	-	MI0017340_1	MI0017340	hsa-mir-4707	hsa-mir-4707	na
890_	chr14	miRNA	23426207.0	23426229.0	-	MIMAT0019807_1	MIMAT0019807	hsa-miR-4707-5p	hsa-miR-4707-5p	MI0017340_1
891_	chr14	miRNA	23426166.0	23426187.0	-	MIMAT0019808_1	MIMAT0019808	hsa-miR-4707-3p	hsa-miR-4707-3p	MI0017340_1
892_	chr14	miRNA_primary_transcript	23857805.0	23857875.0	-	MI0000251_1	MI0000251	hsa-mir-208a	hsa-mir-208a	na
893_	chr14	miRNA	23857811.0	23857832.0	-	MIMAT0000241_1	MIMAT0000241	hsa-miR-208a-3p	hsa-miR-208a	MI0000251_1
894_	chr14	miRNA_primary_transcript	23887196.0	23887272.0	-	MI0005570_1	MI0005570	hsa-mir-208b	hsa-mir-208b	na
895_	chr14	miRNA	23887206.0	23887227.0	-	MIMAT0004960_1	MIMAT0004960	hsa-miR-208b-3p	hsa-miR-208b	MI0005570_1
896_	chr14	miRNA_primary_transcript	27377848.0	27377931.0	+	MI0015838_1	MI0015838	hsa-mir-4307	hsa-mir-4307	na
897_	chr14	miRNA	27377903.0	27377921.0	+	MIMAT0016860_1	MIMAT0016860	hsa-miR-4307-3p	hsa-miR-4307	MI0015838_1
898_	chr14	miRNA_primary_transcript	28102411.0	28102484.0	-	MI0014202_1	MI0014202	hsa-mir-3171	hsa-mir-3171	na
899_	chr14	miRNA	28102452.0	28102475.0	-	MIMAT0015046_1	MIMAT0015046	hsa-miR-3171-5p	hsa-miR-3171	MI0014202_1
900_	chr14	miRNA_primary_transcript	31483852.0	31483948.0	-	MI0003638_1	MI0003638	hsa-mir-624	hsa-mir-624	na
901_	chr14	miRNA	31483912.0	31483933.0	-	MIMAT0003293_1	MIMAT0003293	hsa-miR-624-5p	hsa-miR-624-5p	MI0003638_1
902_	chr14	miRNA	31483875.0	31483895.0	-	MIMAT0004807_1	MIMAT0004807	hsa-miR-624-3p	hsa-miR-624-3p	MI0003638_1
903_	chr14	miRNA_primary_transcript	37421514.0	37421596.0	-	MI0016866_1	MI0016866	hsa-mir-4503	hsa-mir-4503	na
904_	chr14	miRNA	37421563.0	37421584.0	-	MIMAT0019039_1	MIMAT0019039	hsa-miR-4503-5p	hsa-miR-4503	MI0016866_1
905_	chr14	miRNA_primary_transcript	48230198.0	48230307.0	-	MI0016595_1	MI0016595	hsa-mir-548y	hsa-mir-548y	na
906_	chr14	miRNA	48230264.0	48230285.0	-	MIMAT0018354_1	MIMAT0018354	hsa-miR-548y-5p	hsa-miR-548y	MI0016595_1
907_	chr14	miRNA_primary_transcript	50433117.0	50433229.0	+	MI0020353_1	MI0020353	hsa-mir-6076	hsa-mir-6076	na
908_	chr14	miRNA	50433117.0	50433137.0	+	MIMAT0023701_1	MIMAT0023701	hsa-miR-6076-5p	hsa-miR-6076	MI0020353_1
909_	chr14	miRNA_primary_transcript	50766573.0	50766664.0	-	MI0016867_1	MI0016867	hsa-mir-4504	hsa-mir-4504	na
910_	chr14	miRNA	50766589.0	50766610.0	-	MIMAT0019040_1	MIMAT0019040	hsa-miR-4504-3p	hsa-miR-4504	MI0016867_1
911_	chr14	miRNA_primary_transcript	54415145.0	54415202.0	-	MI0019135_1	MI0019135	hsa-mir-5580	hsa-mir-5580	na
912_	chr14	miRNA	54415181.0	54415202.0	-	MIMAT0022273_1	MIMAT0022273	hsa-miR-5580-5p	hsa-miR-5580-5p	MI0019135_1
913_	chr14	miRNA	54415145.0	54415166.0	-	MIMAT0022274_1	MIMAT0022274	hsa-miR-5580-3p	hsa-miR-5580-3p	MI0019135_1
914_	chr14	miRNA_primary_transcript	55344831.0	55344911.0	-	MI0015839_1	MI0015839	hsa-mir-4308	hsa-mir-4308	na
915_	chr14	miRNA	55344841.0	55344858.0	-	MIMAT0016861_1	MIMAT0016861	hsa-miR-4308-3p	hsa-miR-4308	MI0015839_1
916_	chr14	miRNA_primary_transcript	60113680.0	60113738.0	-	MI0019143_1	MI0019143	hsa-mir-5586	hsa-mir-5586	na
917_	chr14	miRNA	60113717.0	60113738.0	-	MIMAT0022287_1	MIMAT0022287	hsa-miR-5586-5p	hsa-miR-5586-5p	MI0019143_1
918_	chr14	miRNA	60113680.0	60113701.0	-	MIMAT0022288_1	MIMAT0022288	hsa-miR-5586-3p	hsa-miR-5586-3p	MI0019143_1
919_	chr14	miRNA_primary_transcript	64561742.0	64561843.0	-	MI0006411_1	MI0006411	hsa-mir-548h-1	hsa-mir-548h-1	na
920_	chr14	miRNA	64561802.0	64561823.0	-	MIMAT0005928_1	MIMAT0005928	hsa-miR-548h-5p	hsa-miR-548h-5p	MI0006411_1
921_	chr14	miRNA_primary_transcript	65511406.0	65511487.0	+	MI0017339_1	MI0017339	hsa-mir-4706	hsa-mir-4706	na
922_	chr14	miRNA	65511415.0	65511439.0	+	MIMAT0019806_1	MIMAT0019806	hsa-miR-4706-5p	hsa-miR-4706	MI0017339_1
923_	chr14	miRNA_primary_transcript	65801835.0	65801901.0	-	MI0017341_1	MI0017341	hsa-mir-4708	hsa-mir-4708	na
924_	chr14	miRNA	65801873.0	65801893.0	-	MIMAT0019809_1	MIMAT0019809	hsa-miR-4708-5p	hsa-miR-4708-5p	MI0017341_1
925_	chr14	miRNA	65801841.0	65801862.0	-	MIMAT0019810_1	MIMAT0019810	hsa-miR-4708-3p	hsa-miR-4708-3p	MI0017341_1
926_	chr14	miRNA_primary_transcript	65937820.0	65937904.0	+	MI0003639_1	MI0003639	hsa-mir-625	hsa-mir-625	na
927_	chr14	miRNA	65937834.0	65937854.0	+	MIMAT0003294_1	MIMAT0003294	hsa-miR-625-5p	hsa-miR-625-5p	MI0003639_1
928_	chr14	miRNA	65937871.0	65937892.0	+	MIMAT0004808_1	MIMAT0004808	hsa-miR-625-3p	hsa-miR-625-3p	MI0003639_1
929_	chr14	miRNA_primary_transcript	67908572.0	67908647.0	-	MI0019301_1	MI0019301	hsa-mir-5694	hsa-mir-5694	na
930_	chr14	miRNA	67908619.0	67908639.0	-	MIMAT0022487_1	MIMAT0022487	hsa-miR-5694-5p	hsa-miR-5694	MI0019301_1
931_	chr14	miRNA_primary_transcript	74225450.0	74225522.0	+	MI0016868_1	MI0016868	hsa-mir-4505	hsa-mir-4505	na
932_	chr14	miRNA	74225452.0	74225469.0	+	MIMAT0019041_1	MIMAT0019041	hsa-miR-4505-5p	hsa-miR-4505	MI0016868_1
933_	chr14	miRNA_primary_transcript	74946836.0	74946907.0	-	MI0017342_1	MI0017342	hsa-mir-4709	hsa-mir-4709	na
934_	chr14	miRNA	74946878.0	74946899.0	-	MIMAT0019811_1	MIMAT0019811	hsa-miR-4709-5p	hsa-miR-4709-5p	MI0017342_1
935_	chr14	miRNA	74946838.0	74946860.0	-	MIMAT0019812_1	MIMAT0019812	hsa-miR-4709-3p	hsa-miR-4709-3p	MI0017342_1
936_	chr14	miRNA_primary_transcript	77732561.0	77732633.0	+	MI0006394_1	MI0006394	hsa-mir-1260a	hsa-mir-1260a	na
937_	chr14	miRNA	77732574.0	77732591.0	+	MIMAT0005911_1	MIMAT0005911	hsa-miR-1260a-5p	hsa-miR-1260a	MI0006394_1
938_	chr14	miRNA_primary_transcript	94414572.0	94414648.0	-	MI0016869_1	MI0016869	hsa-mir-4506	hsa-mir-4506	na
939_	chr14	miRNA	94414579.0	94414598.0	-	MIMAT0019042_1	MIMAT0019042	hsa-miR-4506-3p	hsa-miR-4506	MI0016869_1
940_	chr14	miRNA_primary_transcript	95604256.0	95604323.0	-	MI0014204_1	MI0014204	hsa-mir-3173	hsa-mir-3173	na
941_	chr14	miRNA	95604260.0	95604281.0	-	MIMAT0015048_1	MIMAT0015048	hsa-miR-3173-3p	hsa-miR-3173-3p	MI0014204_1
942_	chr14	miRNA	95604298.0	95604319.0	-	MIMAT0019214_1	MIMAT0019214	hsa-miR-3173-5p	hsa-miR-3173-5p	MI0014204_1
943_	chr14	miRNA_primary_transcript	100575756.0	100575851.0	-	MI0003772_1	MI0003772	hsa-mir-151b	hsa-mir-151b	na
944_	chr14	miRNA	100575775.0	100575792.0	-	MIMAT0010214_1	MIMAT0010214	hsa-miR-151b-3p	hsa-miR-151b	MI0003772_1
945_	chr14	miRNA_primary_transcript	100575992.0	100576090.0	+	MI0000805_1	MI0000805	hsa-mir-342	hsa-mir-342	na
946_	chr14	miRNA	100576010.0	100576030.0	+	MIMAT0004694_1	MIMAT0004694	hsa-miR-342-5p	hsa-miR-342-5p	MI0000805_1
947_	chr14	miRNA	100576052.0	100576074.0	+	MIMAT0000753_1	MIMAT0000753	hsa-miR-342-3p	hsa-miR-342-3p	MI0000805_1
948_	chr14	miRNA_primary_transcript	100774196.0	100774293.0	+	MI0000825_1	MI0000825	hsa-mir-345	hsa-mir-345	na
949_	chr14	miRNA	100774213.0	100774234.0	+	MIMAT0000772_1	MIMAT0000772	hsa-miR-345-5p	hsa-miR-345-5p	MI0000825_1
950_	chr14	miRNA	100774249.0	100774270.0	+	MIMAT0022698_1	MIMAT0022698	hsa-miR-345-3p	hsa-miR-345-3p	MI0000825_1
951_	chr14	miRNA_primary_transcript	101280828.0	101280911.0	+	MI0016870_1	MI0016870	hsa-mir-2392	hsa-mir-2392	na
952_	chr14	miRNA	101280888.0	101280907.0	+	MIMAT0019043_1	MIMAT0019043	hsa-miR-2392-3p	hsa-miR-2392	MI0016870_1
953_	chr14	miRNA_primary_transcript	101318727.0	101318824.0	+	MI0005118_1	MI0005118	hsa-mir-770	hsa-mir-770	na
954_	chr14	miRNA	101318746.0	101318768.0	+	MIMAT0003948_1	MIMAT0003948	hsa-miR-770-5p	hsa-miR-770-5p	MI0005118_1
955_	chr14	miRNA_primary_transcript	101335397.0	101335485.0	+	MI0003132_1	MI0003132	hsa-mir-493	hsa-mir-493	na
956_	chr14	miRNA	101335412.0	101335433.0	+	MIMAT0002813_1	MIMAT0002813	hsa-miR-493-5p	hsa-miR-493-5p	MI0003132_1
957_	chr14	miRNA	101335453.0	101335474.0	+	MIMAT0003161_1	MIMAT0003161	hsa-miR-493-3p	hsa-miR-493-3p	MI0003132_1
958_	chr14	miRNA_primary_transcript	101340830.0	101340922.0	+	MI0000806_1	MI0000806	hsa-mir-337	hsa-mir-337	na
959_	chr14	miRNA	101340852.0	101340872.0	+	MIMAT0004695_1	MIMAT0004695	hsa-miR-337-5p	hsa-miR-337-5p	MI0000806_1
960_	chr14	miRNA	101340890.0	101340911.0	+	MIMAT0000754_1	MIMAT0000754	hsa-miR-337-3p	hsa-miR-337-3p	MI0000806_1
961_	chr14	miRNA_primary_transcript	101341370.0	101341441.0	+	MI0005563_1	MI0005563	hsa-mir-665	hsa-mir-665	na
962_	chr14	miRNA	101341412.0	101341431.0	+	MIMAT0004952_1	MIMAT0004952	hsa-miR-665-3p	hsa-miR-665	MI0005563_1
963_	chr14	miRNA_primary_transcript	101347344.0	101347457.0	+	MI0001721_1	MI0001721	hsa-mir-431	hsa-mir-431	na
964_	chr14	miRNA	101347363.0	101347383.0	+	MIMAT0001625_1	MIMAT0001625	hsa-miR-431-5p	hsa-miR-431-5p	MI0001721_1
965_	chr14	miRNA	101347406.0	101347427.0	+	MIMAT0004757_1	MIMAT0004757	hsa-miR-431-3p	hsa-miR-431-3p	MI0001721_1
966_	chr14	miRNA_primary_transcript	101348223.0	101348315.0	+	MI0001723_1	MI0001723	hsa-mir-433	hsa-mir-433	na
967_	chr14	miRNA	101348286.0	101348307.0	+	MIMAT0001627_1	MIMAT0001627	hsa-miR-433-3p	hsa-miR-433	MI0001723_1
968_	chr14	miRNA_primary_transcript	101349316.0	101349412.0	+	MI0000472_1	MI0000472	hsa-mir-127	hsa-mir-127	na
969_	chr14	miRNA	101349338.0	101349359.0	+	MIMAT0004604_1	MIMAT0004604	hsa-miR-127-5p	hsa-miR-127-5p	MI0000472_1
970_	chr14	miRNA	101349372.0	101349393.0	+	MIMAT0000446_1	MIMAT0000446	hsa-miR-127-3p	hsa-miR-127-3p	MI0000472_1
971_	chr14	miRNA_primary_transcript	101350820.0	101350913.0	+	MI0003133_1	MI0003133	hsa-mir-432	hsa-mir-432	na
972_	chr14	miRNA	101350833.0	101350855.0	+	MIMAT0002814_1	MIMAT0002814	hsa-miR-432-5p	hsa-miR-432-5p	MI0003133_1
973_	chr14	miRNA	101350881.0	101350901.0	+	MIMAT0002815_1	MIMAT0002815	hsa-miR-432-3p	hsa-miR-432-3p	MI0003133_1
974_	chr14	miRNA_primary_transcript	101351039.0	101351120.0	+	MI0000475_1	MI0000475	hsa-mir-136	hsa-mir-136	na
975_	chr14	miRNA	101351053.0	101351075.0	+	MIMAT0000448_1	MIMAT0000448	hsa-miR-136-5p	hsa-miR-136-5p	MI0000475_1
976_	chr14	miRNA	101351087.0	101351108.0	+	MIMAT0004606_1	MIMAT0004606	hsa-miR-136-3p	hsa-miR-136-3p	MI0000475_1
977_	chr14	miRNA_primary_transcript	101377476.0	101377550.0	+	MI0000778_1	MI0000778	hsa-mir-370	hsa-mir-370	na
978_	chr14	miRNA	101377523.0	101377544.0	+	MIMAT0000722_1	MIMAT0000722	hsa-miR-370-3p	hsa-miR-370	MI0000778_1
979_	chr14	miRNA_primary_transcript	101488403.0	101488469.0	+	MI0000787_1	MI0000787	hsa-mir-379	hsa-mir-379	na
980_	chr14	miRNA	101488408.0	101488428.0	+	MIMAT0000733_1	MIMAT0000733	hsa-miR-379-5p	hsa-miR-379-5p	MI0000787_1
981_	chr14	miRNA	101488446.0	101488467.0	+	MIMAT0004690_1	MIMAT0004690	hsa-miR-379-3p	hsa-miR-379-3p	MI0000787_1
982_	chr14	miRNA_primary_transcript	101489662.0	101489757.0	+	MI0003675_1	MI0003675	hsa-mir-411	hsa-mir-411	na
983_	chr14	miRNA	101489677.0	101489697.0	+	MIMAT0003329_1	MIMAT0003329	hsa-miR-411-5p	hsa-miR-411-5p	MI0003675_1
984_	chr14	miRNA	101489712.0	101489733.0	+	MIMAT0004813_1	MIMAT0004813	hsa-miR-411-3p	hsa-miR-411-3p	MI0003675_1
985_	chr14	miRNA_primary_transcript	101490131.0	101490193.0	+	MI0000744_1	MI0000744	hsa-mir-299	hsa-mir-299	na
986_	chr14	miRNA	101490137.0	101490158.0	+	MIMAT0002890_1	MIMAT0002890	hsa-miR-299-5p	hsa-miR-299-5p	MI0000744_1
987_	chr14	miRNA	101490169.0	101490190.0	+	MIMAT0000687_1	MIMAT0000687	hsa-miR-299-3p	hsa-miR-299-3p	MI0000744_1
988_	chr14	miRNA_primary_transcript	101491354.0	101491414.0	+	MI0000788_1	MI0000788	hsa-mir-380	hsa-mir-380	na
989_	chr14	miRNA	101491358.0	101491379.0	+	MIMAT0000734_1	MIMAT0000734	hsa-miR-380-5p	hsa-miR-380-5p	MI0000788_1
990_	chr14	miRNA	101491393.0	101491414.0	+	MIMAT0000735_1	MIMAT0000735	hsa-miR-380-3p	hsa-miR-380-3p	MI0000788_1
991_	chr14	miRNA_primary_transcript	101491901.0	101491988.0	+	MI0006656_1	MI0006656	hsa-mir-1197	hsa-mir-1197	na
992_	chr14	miRNA	101491957.0	101491977.0	+	MIMAT0005955_1	MIMAT0005955	hsa-miR-1197-3p	hsa-miR-1197	MI0006656_1
993_	chr14	miRNA_primary_transcript	101492069.0	101492154.0	+	MI0000807_1	MI0000807	hsa-mir-323a	hsa-mir-323a	na
994_	chr14	miRNA	101492084.0	101492105.0	+	MIMAT0004696_1	MIMAT0004696	hsa-miR-323a-5p	hsa-miR-323a-5p	MI0000807_1
995_	chr14	miRNA	101492119.0	101492139.0	+	MIMAT0000755_1	MIMAT0000755	hsa-miR-323a-3p	hsa-miR-323a-3p	MI0000807_1
996_	chr14	miRNA_primary_transcript	101492357.0	101492444.0	+	MI0003757_1	MI0003757	hsa-mir-758	hsa-mir-758	na
997_	chr14	miRNA	101492408.0	101492429.0	+	MIMAT0003879_1	MIMAT0003879	hsa-miR-758-3p	hsa-miR-758-3p	MI0003757_1
998_	chr14	miRNA	101492371.0	101492392.0	+	MIMAT0022929_1	MIMAT0022929	hsa-miR-758-5p	hsa-miR-758-5p	MI0003757_1
999_	chr14	miRNA_primary_transcript	101493122.0	101493201.0	+	MI0001725_1	MI0001725	hsa-mir-329-1	hsa-mir-329-1	na
1000_	chr14	miRNA	101493171.0	101493192.0	+	MIMAT0001629_1	MIMAT0001629	hsa-miR-329-3p	hsa-miR-329	MI0001725_1
1001_	chr14	miRNA_primary_transcript	101493437.0	101493520.0	+	MI0001726_1	MI0001726	hsa-mir-329-2	hsa-mir-329-2	na
1002_	chr14	miRNA	101493488.0	101493509.0	+	MIMAT0001629_2	MIMAT0001629	hsa-miR-329-3p	hsa-miR-329	MI0001726_1
1003_	chr14	miRNA_primary_transcript	101495971.0	101496051.0	+	MI0003134_1	MI0003134	hsa-mir-494	hsa-mir-494	na
